 Sample   Time     Commanded 2 Pos  Encoder 4 Pos   Control Effort 2
   709   31.388           -2000           -3485         -2.0006;
   710   31.432           -2000           -3399         -2.0006;
   711   31.477           -2000           -3319         -2.0006;
   712   31.521           -2000           -3246         -2.0006;
   713   31.565           -2000           -3175         -2.0006;
   714   31.609           -2000           -3102         -2.0006;
   715   31.654           -2000           -3026         -2.0006;
   716   31.698           -2000           -2950         -2.0006;
   717   31.742           -2000           -2875         -2.0006;
   718   31.786           -2000           -2800         -2.0006;
   719   31.831           -2000           -2725         -2.0006;
   720   31.875           -2000           -2651         -2.0006;
   721   31.919           -2000           -2577         -2.0006;
   722   31.964           -2000           -2503         -2.0006;
   723   32.008           -2000           -2430         -2.0006;
   724   32.052           -2000           -2358         -2.0006;
   725   32.096           -2000           -2285         -2.0006;
   726   32.141           -2000           -2212         -2.0006;
   727   32.185           -2000           -2140         -2.0006;
   728   32.229           -2000           -2068         -2.0006;
   729   32.273           -2000           -1996         -2.0006;
   730   32.318           -2000           -1923         -2.0006;
   731   32.362           -2000           -1850         -2.0006;
   732   32.406           -2000           -1778         -2.0006;
   733   32.451           -2000           -1706         -2.0006;
   734   32.495           -2000           -1633         -2.0006;
   735   32.539           -2000           -1560         -2.0006;
   736   32.583           -2000           -1487         -2.0006;
   737   32.628           -2000           -1415         -2.0006;
   738   32.672           -2000           -1341         -2.0006;
   739   32.716           -2000           -1268         -2.0006;
   740   32.760           -2000           -1195         -2.0006;
   741   32.805           -2000           -1122         -2.0006;
   742   32.849           -2000           -1048         -2.0006;
   743   32.893           -2000            -975         -2.0006;
   744   32.938           -2000            -902         -2.0006;
   745   32.982           -2000            -829         -2.0006;
   746   33.026           -2000            -755         -2.0006;
   747   33.070           -2000            -682         -2.0006;
   748   33.115           -2000            -609         -2.0006;
   749   33.159           -2000            -536         -2.0006;
   750   33.203           -2000            -462         -2.0006;
   751   33.247           -2000            -389         -2.0006;
   752   33.292           -2000            -317         -2.0006;
   753   33.336           -2000            -243         -2.0006;
   754   33.380           -2000            -170         -2.0006;
   755   33.424           -2000             -97         -2.0006;
   756   33.469           -2000             -24         -2.0006;
   757   33.513           -2000              50         -2.0006;
   758   33.557           -2000             124         -2.0006;
   759   33.602           -2000             198         -2.0006;
   760   33.646           -2000             272         -2.0006;
   761   33.690           -2000             347         -2.0006;
   762   33.734           -2000             421         -2.0006;
   763   33.779           -2000             495         -2.0006;
   764   33.823           -2000             569         -2.0006;
   765   33.867           -2000             643         -2.0006;
   766   33.911           -2000             718         -2.0006;
   767   33.956           -2000             792         -2.0006;
   768   34.000           -2000             866         -2.0006;
   769   34.044           -2000             940         -2.0006;
   770   34.089           -2000            1015         -2.0006;
   771   34.133           -2000            1088         -2.0006;
   772   34.177           -2000            1162         -2.0006;
   773   34.221           -2000            1236         -2.0006;
   774   34.266           -2000            1311         -2.0006;
   775   34.310           -2000            1384         -2.0006;
   776   34.354           -2000            1458         -2.0006;
   777   34.398           -2000            1533         -2.0006;
   778   34.443           -2000            1607         -2.0006;
   779   34.487           -2000            1681         -2.0006;
   780   34.531           -2000            1755         -2.0006;
   781   34.576           -2000            1830         -2.0006;
   782   34.620           -2000            1903         -2.0006;
   783   34.664           -2000            1977         -2.0006;
   784   34.708           -2000            2050         -2.0006;
   785   34.753           -2000            2125         -2.0006;
   786   34.797           -2000            2199         -2.0006;
   787   34.841           -2000            2273         -2.0006;
   788   34.885           -2000            2348         -2.0006;
   789   34.930           -2000            2423         -2.0006;
   790   34.974           -2000            2498         -2.0006;
   791   35.018               0            2572          0.0000;
   792   35.063               0            2641          0.0000;
   793   35.107               0            2679          0.0000;
   794   35.151               0            2673          0.0000;
   795   35.195               0            2627          0.0000;
   796   35.240               0            2570          0.0000;
   797   35.284               0            2532          0.0000;
   798   35.328               0            2529          0.0000;
   799   35.372               0            2565          0.0000;
   800   35.417               0            2620          0.0000;
   801   35.461               0            2667          0.0000;
   802   35.505               0            2686          0.0000;
   803   35.549               0            2673          0.0000;
   804   35.594               0            2636          0.0000;
   805   35.638               0            2598          0.0000;
   806   35.682               0            2579          0.0000;
   807   35.727               0            2587          0.0000;
   808   35.771               0            2620          0.0000;
   809   35.815               0            2658          0.0000;
   810   35.859               0            2684          0.0000;
   811   35.904               0            2690          0.0000;
   812   35.948               0            2675          0.0000;
   813   35.992               0            2651          0.0000;
   814   36.036               0            2632          0.0000;
   815   36.081               0            2628          0.0000;
   816   36.125               0            2642          0.0000;
   817   36.169               0            2665          0.0000;
   818   36.214               0            2684          0.0000;
   819   36.258               0            2693          0.0000;
   820   36.302               0            2693          0.0000;
   821   36.346               0            2683          0.0000;
   822   36.391               0            2674          0.0000;
   823   36.435               0            2672          0.0000;
   824   36.479               0            2676          0.0000;
   825   36.523               0            2686          0.0000;
   826   36.568               0            2694          0.0000;
   827   36.612               0            2699          0.0000;
   828   36.656               0            2701          0.0000;
   829   36.701               0            2702          0.0000;
   830   36.745               0            2703          0.0000;
   831   36.789               0            2706          0.0000;
   832   36.833               0            2709          0.0000;
   833   36.878               0            2711          0.0000;
   834   36.922               0            2712          0.0000;
   835   36.966               0            2714          0.0000;
   836   37.010               0            2715          0.0000;
   837   37.055               0            2715          0.0000;
   838   37.099               0            2716          0.0000;
   839   37.143               0            2717          0.0000;
   840   37.188               0            2717          0.0000;
   841   37.232               0            2717          0.0000;
   842   37.276               0            2717          0.0000;
   843   37.320               0            2717          0.0000;
   844   37.365               0            2717          0.0000;
   845   37.409               0            2717          0.0000;
   846   37.453               0            2717          0.0000;
   847   37.497               0            2717          0.0000;
   848   37.542               0            2717          0.0000;
   849   37.586               0            2717          0.0000;
   850   37.630               0            2717          0.0000;
   851   37.674               0            2717          0.0000;
   852   37.719               0            2717          0.0000;
   853   37.763               0            2717          0.0000;
   854   37.807               0            2717          0.0000;
   855   37.852               0            2717          0.0000;
   856   37.896               0            2717          0.0000;
   857   37.940               0            2716          0.0000;
   858   37.984               0            2716          0.0000;
   859   38.029               0            2716          0.0000;
   860   38.073               0            2716          0.0000;
   861   38.117               0            2716          0.0000;
   862   38.161               0            2716          0.0000;
   863   38.206               0            2716          0.0000;
   864   38.250               0            2716          0.0000;
   865   38.294               0            2716          0.0000;
   866   38.339               0            2716          0.0000;
   867   38.383               0            2716          0.0000;
   868   38.427               0            2716          0.0000;
   869   38.471               0            2715          0.0000;
   870   38.516               0            2715          0.0000;
   871   38.560               0            2715          0.0000;
   872   38.604               0            2715          0.0000;
   873   38.648               0            2715          0.0000;
   874   38.693               0            2715          0.0000;
   875   38.737               0            2715          0.0000;
   876   38.781               0            2715          0.0000;
   877   38.826               0            2714          0.0000;
   878   38.870               0            2714          0.0000;
   879   38.914               0            2714          0.0000;
   880   38.958               0            2714          0.0000;
   881   39.003               0            2714          0.0000;
   882   39.047               0            2714          0.0000;
   883   39.091               0            2714          0.0000;
   884   39.135               0            2714          0.0000;
   885   39.180               0            2714          0.0000;
   886   39.224               0            2714          0.0000;
   887   39.268               0            2714          0.0000;
   888   39.313               0            2714          0.0000;
   889   39.357               0            2714          0.0000;
   890   39.401               0            2714          0.0000;
   891   39.445               0            2714          0.0000;
   892   39.490               0            2714          0.0000;
   893   39.534               0            2714          0.0000;
   894   39.578               0            2714          0.0000;
   895   39.622               0            2714          0.0000;
   896   39.667               0            2714          0.0000;
   897   39.711               0            2714          0.0000;
   898   39.755               0            2714          0.0000;
   899   39.799               0            2714          0.0000;
   900   39.844               0            2714          0.0000;
   901   39.888               0            2714          0.0000;
   902   39.932               0            2714          0.0000;
   903   39.977               0            2714          0.0000;
   904   40.021            2000            2714          2.0006;
   905   40.065            2000            2709          2.0006;
   906   40.109            2000            2673          2.0006;
   907   40.154            2000            2590          2.0006;
   908   40.198            2000            2468          2.0006;
   909   40.242            2000            2337          2.0006;
   910   40.286            2000            2228          2.0006;
   911   40.331            2000            2159          2.0006;
   912   40.375            2000            2126          2.0006;
   913   40.419            2000            2110          2.0006;
   914   40.464            2000            2081          2.0006;
   915   40.508            2000            2020          2.0006;
   916   40.552            2000            1923          2.0006;
   917   40.596            2000            1807          2.0006;
   918   40.641            2000            1697          2.0006;
   919   40.685            2000            1611          2.0006;
   920   40.729            2000            1557          2.0006;
   921   40.773            2000            1524          2.0006;
   922   40.818            2000            1491          2.0006;
   923   40.862            2000            1439          2.0006;
   924   40.906            2000            1361          2.0006;
   925   40.951            2000            1263          2.0006;
   926   40.995            2000            1161          2.0006;
   927   41.039            2000            1071          2.0006;
   928   41.083            2000            1003          2.0006;
   929   41.128            2000             953          2.0006;
   930   41.172            2000             909          2.0006;
   931   41.216            2000             856          2.0006;
   932   41.260            2000             788          2.0006;
   933   41.305            2000             705          2.0006;
   934   41.349            2000             616          2.0006;
   935   41.393            2000             530          2.0006;
   936   41.438            2000             456          2.0006;
   937   41.482            2000             395          2.0006;
   938   41.526            2000             338          2.0006;
   939   41.570            2000             277          2.0006;
   940   41.615            2000             210          2.0006;
   941   41.659            2000             136          2.0006;
   942   41.703            2000              58          2.0006;
   943   41.747            2000             -18          2.0006;
   944   41.792            2000             -89          2.0006;
   945   41.836            2000            -156          2.0006;
   946   41.880            2000            -223          2.0006;
   947   41.924            2000            -292          2.0006;
   948   41.969            2000            -361          2.0006;
   949   42.013            2000            -430          2.0006;
   950   42.057            2000            -500          2.0006;
   951   42.102            2000            -568          2.0006;
   952   42.146            2000            -636          2.0006;
   953   42.190            2000            -704          2.0006;
   954   42.234            2000            -774          2.0006;
   955   42.279            2000            -842          2.0006;
   956   42.323            2000            -909          2.0006;
   957   42.367            2000            -977          2.0006;
   958   42.411            2000           -1046          2.0006;
   959   42.456            2000           -1114          2.0006;
   960   42.500            2000           -1182          2.0006;
   961   42.544            2000           -1249          2.0006;
   962   42.589            2000           -1318          2.0006;
   963   42.633            2000           -1386          2.0006;
   964   42.677            2000           -1453          2.0006;
   965   42.721            2000           -1520          2.0006;
   966   42.766            2000           -1589          2.0006;
   967   42.810            2000           -1656          2.0006;
   968   42.854            2000           -1724          2.0006;
   969   42.898            2000           -1791          2.0006;
   970   42.943            2000           -1859          2.0006;
   971   42.987            2000           -1927          2.0006;
   972   43.031            2000           -1993          2.0006;
   973   43.076            2000           -2061          2.0006;
   974   43.120            2000           -2129          2.0006;
   975   43.164            2000           -2196          2.0006;
   976   43.208            2000           -2263          2.0006;
   977   43.253            2000           -2331          2.0006;
   978   43.297            2000           -2399          2.0006;
   979   43.341            2000           -2467          2.0006;
   980   43.385            2000           -2534          2.0006;
   981   43.430            2000           -2602          2.0006;
   982   43.474            2000           -2670          2.0006;
   983   43.518            2000           -2737          2.0006;
   984   43.563            2000           -2804          2.0006;
   985   43.607            2000           -2872          2.0006;
   986   43.651            2000           -2940          2.0006;
   987   43.695            2000           -3008          2.0006;
   988   43.740            2000           -3075          2.0006;
   989   43.784            2000           -3144          2.0006;
   990   43.828            2000           -3211          2.0006;
   991   43.872            2000           -3278          2.0006;
   992   43.917            2000           -3346          2.0006;
   993   43.961            2000           -3414          2.0006;
   994   44.005            2000           -3482          2.0006;
   995   44.049            2000           -3549          2.0006;
   996   44.094            2000           -3616          2.0006;
   997   44.138            2000           -3684          2.0006;
   998   44.182            2000           -3752          2.0006;
   999   44.227            2000           -3820          2.0006;
  1000   44.271            2000           -3887          2.0006;
  1001   44.315            2000           -3955          2.0006;
  1002   44.359            2000           -4022          2.0006;
  1003   44.404            2000           -4089          2.0006;
  1004   44.448            2000           -4156          2.0006;
  1005   44.492            2000           -4224          2.0006;
  1006   44.536            2000           -4291          2.0006;
  1007   44.581            2000           -4358          2.0006;
  1008   44.625            2000           -4425          2.0006;
  1009   44.669            2000           -4492          2.0006;
  1010   44.714            2000           -4559          2.0006;
  1011   44.758            2000           -4625          2.0006;
  1012   44.802            2000           -4692          2.0006;
  1013   44.846            2000           -4760          2.0006;
  1014   44.891            2000           -4827          2.0006;
  1015   44.935            2000           -4893          2.0006;
  1016   44.979            2000           -4960          2.0006;
  1017   45.023               0           -5027          0.0000;
  1018   45.068               0           -5087          0.0000;
  1019   45.112               0           -5115          0.0000;
  1020   45.156               0           -5100          0.0000;
  1021   45.201               0           -5048          0.0000;
  1022   45.245               0           -4986          0.0000;
  1023   45.289               0           -4943          0.0000;
  1024   45.333               0           -4936          0.0000;
  1025   45.378               0           -4967          0.0000;
  1026   45.422               0           -5015          0.0000;
  1027   45.466               0           -5053          0.0000;
  1028   45.510               0           -5064          0.0000;
  1029   45.555               0           -5041          0.0000;
  1030   45.599               0           -4997          0.0000;
  1031   45.643               0           -4953          0.0000;
  1032   45.688               0           -4931          0.0000;
  1033   45.732               0           -4935          0.0000;
  1034   45.776               0           -4962          0.0000;
  1035   45.820               0           -4993          0.0000;
  1036   45.865               0           -5012          0.0000;
  1037   45.909               0           -5011          0.0000;
  1038   45.953               0           -4987          0.0000;
  1039   45.997               0           -4956          0.0000;
  1040   46.042               0           -4932          0.0000;
  1041   46.086               0           -4924          0.0000;
  1042   46.130               0           -4931          0.0000;
  1043   46.174               0           -4948          0.0000;
  1044   46.219               0           -4963          0.0000;
  1045   46.263               0           -4968          0.0000;
  1046   46.307               0           -4958          0.0000;
  1047   46.352               0           -4941          0.0000;
  1048   46.396               0           -4926          0.0000;
  1049   46.440               0           -4917          0.0000;
  1050   46.484               0           -4916          0.0000;
  1051   46.529               0           -4919          0.0000;
  1052   46.573               0           -4923          0.0000;
  1053   46.617               0           -4924          0.0000;
  1054   46.661               0           -4919          0.0000;
  1055   46.706               0           -4912          0.0000;
  1056   46.750               0           -4907          0.0000;
  1057   46.794               0           -4903          0.0000;
  1058   46.839               0           -4899          0.0000;
  1059   46.883               0           -4895          0.0000;
  1060   46.927               0           -4891          0.0000;
  1061   46.971               0           -4886          0.0000;
  1062   47.016               0           -4882          0.0000;
  1063   47.060               0           -4878          0.0000;
  1064   47.104               0           -4875          0.0000;
  1065   47.148               0           -4870          0.0000;
  1066   47.193               0           -4866          0.0000;
  1067   47.237               0           -4862          0.0000;
  1068   47.281               0           -4859          0.0000;
  1069   47.326               0           -4854          0.0000;
  1070   47.370               0           -4850          0.0000;
  1071   47.414               0           -4847          0.0000;
  1072   47.458               0           -4844          0.0000;
  1073   47.503               0           -4839          0.0000;
  1074   47.547               0           -4835          0.0000;
  1075   47.591               0           -4833          0.0000;
  1076   47.635               0           -4829          0.0000;
  1077   47.680               0           -4825          0.0000;
  1078   47.724               0           -4821          0.0000;
  1079   47.768               0           -4818          0.0000;
  1080   47.813               0           -4814          0.0000;
  1081   47.857               0           -4810          0.0000;
  1082   47.901               0           -4806          0.0000;
  1083   47.945               0           -4804          0.0000;
  1084   47.990               0           -4800          0.0000;
  1085   48.034               0           -4796          0.0000;
  1086   48.078               0           -4792          0.0000;
  1087   48.122               0           -4790          0.0000;
  1088   48.167               0           -4786          0.0000;
  1089   48.211               0           -4782          0.0000;
  1090   48.255               0           -4778          0.0000;
  1091   48.299               0           -4776          0.0000;
  1092   48.344               0           -4772          0.0000;
  1093   48.388               0           -4768          0.0000;
  1094   48.432               0           -4765          0.0000;
  1095   48.477               0           -4762          0.0000;
  1096   48.521               0           -4758          0.0000;
  1097   48.565               0           -4754          0.0000;
  1098   48.609               0           -4752          0.0000;
  1099   48.654               0           -4749          0.0000;
  1100   48.698               0           -4745          0.0000;
  1101   48.742               0           -4741          0.0000;
  1102   48.786               0           -4739          0.0000;
  1103   48.831               0           -4736          0.0000;
  1104   48.875               0           -4732          0.0000;
  1105   48.919               0           -4729          0.0000;
  1106   48.964               0           -4726          0.0000;
  1107   49.008               0           -4723          0.0000;
  1108   49.052               0           -4720          0.0000;
  1109   49.096               0           -4716          0.0000;
  1110   49.141               0           -4714          0.0000;
  1111   49.185               0           -4711          0.0000;
  1112   49.229               0           -4707          0.0000;
  1113   49.273               0           -4704          0.0000;
  1114   49.318               0           -4702          0.0000;
  1115   49.362               0           -4699          0.0000;
  1116   49.406               0           -4695          0.0000;
  1117   49.451               0           -4692          0.0000;
  1118   49.495               0           -4690          0.0000;
  1119   49.539               0           -4687          0.0000;
  1120   49.583               0           -4684          0.0000;
  1121   49.628               0           -4681          0.0000;
  1122   49.672               0           -4679          0.0000;
  1123   49.716               0           -4676          0.0000;
  1124   49.760               0           -4672          0.0000;
  1125   49.805               0           -4670          0.0000;
  1126   49.849               0           -4668          0.0000;
  1127   49.893               0           -4665          0.0000;
  1128   49.938               0           -4661          0.0000]
