 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 
   639    5.658               0          -32648;
   640    5.667               0          -32658;
   641    5.676               0          -32666;
   642    5.684               0          -32674;
   643    5.693               0          -32682;
   644    5.702               0          -32689;
   645    5.711               0          -32696;
   646    5.720               0          -32702;
   647    5.729               0          -32708;
   648    5.738               0          -32714;
   649    5.746               0          -32719;
   650    5.755               0          -32724;
   651    5.764               0          -32729;
   652    5.773               0          -32733;
   653    5.782               0          -32737;
   654    5.791               0          -32740;
   655    5.799               0          -32743;
   656    5.808               0          -32746;
   657    5.817               0          -32748;
   658    5.826               0          -32750;
   659    5.835               0          -32751;
   660    5.844               0          -32752;
   661    5.853               0          -32753;
   662    5.861               0          -32753;
   663    5.870               0          -32753;
   664    5.879               0          -32753;
   665    5.888               0          -32753;
   666    5.897               0          -32753;
   667    5.906               0          -32751;
   668    5.915               0          -32748;
   669    5.923               0          -32746;
   670    5.932               0          -32744;
   671    5.941               0          -32741;
   672    5.950               0          -32737;
   673    5.959               0          -32734;
   674    5.968               0          -32730;
   675    5.977               0          -32725;
   676    5.985               0          -32721;
   677    5.994               0          -32716]
