 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 

[    0    0.000               0               5;
   327    2.895            2000            1565;
   328    2.904            2000            1570;
   329    2.913            2000            1576;
   330    2.922            2000            1581;
   331    2.931            2000            1587;
   332    2.940            2000            1594;
   333    2.948            2000            1600;
   334    2.957            2000            1607;
   335    2.966            2000            1614;
   336    2.975            2000            1621;
   337    2.984            2000            1629;
   338    2.993            2000            1637;
   339    3.002            2000            1645;
   340    3.010               0            1653;
   341    3.019               0            1658;
   342    3.028               0            1662;
   343    3.037               0            1664;
   344    3.046               0            1664;
   345    3.055               0            1663;
   346    3.064               0            1658;
   347    3.072               0            1651;
   348    3.081               0            1642;
   349    3.090               0            1631;
   350    3.099               0            1619;
   351    3.108               0            1604;
   352    3.117               0            1587;
   353    3.126               0            1568;
   354    3.134               0            1548;
   355    3.143               0            1525;
   356    3.152               0            1502;
   357    3.161               0            1476;
   358    3.170               0            1449;
   359    3.179               0            1421;
   360    3.188               0            1390;
   361    3.196               0            1359;
   362    3.205               0            1326;
   363    3.214               0            1291;
   364    3.223               0            1255;
   365    3.232               0            1218;
   366    3.241               0            1179;
   367    3.249               0            1138;
   368    3.258               0            1096;
   369    3.267               0            1053;
   370    3.276               0            1009;
   371    3.285               0             963;
   372    3.294               0             916;
   373    3.303               0             869;
   374    3.311               0             820;
   375    3.320               0             770;
   376    3.329               0             720;
   377    3.338               0             669;
   378    3.347               0             617;
   379    3.356               0             565;
   380    3.365               0             512;
   381    3.373               0             459;
   382    3.382               0             406;
   383    3.391               0             352;
   384    3.400               0             299;
   385    3.409               0             245;
   386    3.418               0             192;
   387    3.427               0             139;
   388    3.435               0              86;
   389    3.444               0              33;
   390    3.453               0             -19;
   391    3.462               0             -70;
   392    3.471               0            -121;
   393    3.480               0            -172;
   394    3.489               0            -221;
   395    3.497               0            -269;
   396    3.506               0            -317;
   397    3.515               0            -364;
   398    3.524               0            -409;
   399    3.533               0            -454;
   400    3.542               0            -497;
   401    3.551               0            -538;
   402    3.559               0            -579;
   403    3.568               0            -618;
   404    3.577               0            -656;
   405    3.586               0            -692;
   406    3.595               0            -727;
   407    3.604               0            -760;
   408    3.613               0            -791;
   409    3.621               0            -821;
   410    3.630               0            -849;
   411    3.639               0            -875;
   412    3.648               0            -900;
   413    3.657               0            -922;
   414    3.666               0            -943;
   415    3.674               0            -962;
   416    3.683               0            -979;
