 Sample   Time     Commanded 1 Pos   Encoder 3 Pos 
   564    4.994               0            -242;
   565    5.003               0            -248;
   566    5.011               0            -253;
   567    5.020               0            -258;
   568    5.029               0            -262;
   569    5.038               0            -267;
   570    5.047               0            -270;
   571    5.056               0            -274;
   572    5.065               0            -277;
   573    5.073               0            -280;
   574    5.082               0            -282;
   575    5.091               0            -285;
   576    5.100               0            -286;
   577    5.109               0            -288;
   578    5.118               0            -289;
   579    5.127               0            -290;
   580    5.135               0            -290;
   581    5.144               0            -290;
   582    5.153               0            -290;
   583    5.162               0            -290;
   584    5.171               0            -290;
   585    5.180               0            -288;
   586    5.189               0            -287;
   587    5.197               0            -285;
   588    5.206               0            -283;
   589    5.215               0            -281;
   590    5.224               0            -279;
   591    5.233               0            -276;
   592    5.242               0            -273;
   593    5.251               0            -270;
   594    5.259               0            -267;
   595    5.268               0            -263;
   596    5.277               0            -259;
   597    5.286               0            -256;
   598    5.295               0            -252;
   599    5.304               0            -247;
   600    5.313               0            -243;
   601    5.321               0            -239;
   602    5.330               0            -235;
   603    5.339               0            -230;
   604    5.348               0            -226;
   605    5.357               0            -221;
   606    5.366               0            -216;
   607    5.374               0            -211;
   608    5.383               0            -207;
   609    5.392               0            -202;
   610    5.401               0            -197;
   611    5.410               0            -192;
   612    5.419               0            -187;
   613    5.428               0            -183;
   614    5.436               0            -178;
   615    5.445               0            -173;
   616    5.454               0            -168;
   617    5.463               0            -164;
   618    5.472               0            -159;
   619    5.481               0            -155;
   620    5.490               0            -150;
   621    5.498               0            -146;
   622    5.507               0            -142;
   623    5.516               0            -138;
   624    5.525               0            -134;
   625    5.534               0            -131;
   626    5.543               0            -127;
   627    5.552               0            -124;
   628    5.560               0            -120;
   629    5.569               0            -118;
   630    5.578               0            -115;
   631    5.587               0            -112;
   632    5.596               0            -109;
   633    5.605               0            -107;
   634    5.614               0            -105;
   635    5.622               0            -103;
   636    5.631               0            -101;
   637    5.640               0             -99;
   638    5.649               0             -98;
   639    5.658               0             -96;
   640    5.667               0             -95;
   641    5.676               0             -94;
   642    5.684               0             -94;
   643    5.693               0             -93;
   644    5.702               0             -93;
   645    5.711               0             -92;
   646    5.720               0             -92;
   647    5.729               0             -92;
   648    5.738               0             -92;
   649    5.746               0             -92;
   650    5.755               0             -92;
   651    5.764               0             -93;
   652    5.773               0             -94;
   653    5.782               0             -95;
   654    5.791               0             -96;
   655    5.799               0             -98;
   656    5.808               0             -99;
   657    5.817               0            -100;
   658    5.826               0            -102;
   659    5.835               0            -104;
   660    5.844               0            -106;
   661    5.853               0            -108;
   662    5.861               0            -110;
   663    5.870               0            -112;
   664    5.879               0            -114;
   665    5.888               0            -117;
   666    5.897               0            -119;
   667    5.906               0            -121;
   668    5.915               0            -123;
   669    5.923               0            -126;
   670    5.932               0            -128;
   671    5.941               0            -131;
   672    5.950               0            -133;
   673    5.959               0            -135;
   674    5.968               0            -138;
   675    5.977               0            -140;
   676    5.985               0            -142;
   677    5.994               0            -145]
